Date,Rank,Coin,Symbol,Market Cap,Price,Circulating Supply,Volume,%1h,%24h,%7d
2017-March-12,,BitcoinDark,,,,,,,,
2017-March-12,,Chrono.tech,,,,,,,,
2017-March-12,,Obyte,,,,,,,,
2017-March-12,,Zcoin,,,,,,,,
2017-March-12,,YbCoin,,,,,,,,
2017-March-12,,HyperSpace,,,,,,,,
2017-March-12,,PotCoin,,,,,,,,
2017-March-12,,Nexium,,,,,,,,
2017-March-12,,CloakCoin,,,,,,,,
2017-March-12,,PIVX,,,,,,,,
2017-March-12,,Creditbit,,,,,,,,
2017-March-12,,VPNCoin,,,,,,,,
2017-March-12,,SolarCoin,,,,,,,,
2017-March-12,,BlackCoin,,,,,,,,
2017-March-12,,NavCoin,,,,,,,,
2017-March-12,,Veros,,,,,,,,
2017-March-12,,LoMoCoin,,,,,,,,
2017-March-12,,SIBCoin,,,,,,,,
2017-March-12,,Aeon,,,,,,,,
2017-March-12,,EDC Blockchain,,,,,,,,
2017-March-12,,ION,,,,,,,,
2017-March-12,,GridCoin,,,,,,,,
2017-March-12,,SuperNET,,,,,,,,
2017-March-12,,DigiByte,,,,,,,,
2017-March-12,,Boolberry,,,,,,,,
2017-March-12,,Clams,,,,,,,,
2017-March-12,,MonaCoin,,,,,,,,
2017-March-12,,Omni,,,,,,,,
2017-March-12,,Bela,,,,,,,,
2017-March-12,,Radium,,,,,,,,
2017-March-12,,Novacoin,,,,,,,,
2017-March-12,,Expanse,,,,,,,,
2017-March-12,,Burst,,,,,,,,
2017-March-12,,BitBay,,,,,,,,
2017-March-12,,Golos,,,,,,,,
2017-March-12,,DubaiCoin,,,,,,,,
2017-March-12,,Ubiq,,,,,,,,
2017-March-12,,Lykke,,,,,,,,
2017-March-12,,Auroracoin,,,,,,,,
2017-March-12,,Global Currency Reserve,,,,,,,,
2017-March-12,,Pepe Cash,,,,,,,,
2017-March-12,,Vertcoin,,,,,,,,
2017-March-12,,Curecoin,,,,,,,,
2017-March-12,,NautilusCoin,,,,,,,,
2017-March-12,,Pascal,,,,,,,,
2017-March-12,,Incent,,,,,,,,
2017-March-12,,Steem Dollars,,,,,,,,
2017-March-12,,EarthCoin,,,,,,,,
2017-March-12,,Adzcoin,,,,,,,,
2017-March-12,,LBRY Credits,,,,,,,,
2017-March-12,,VeriCoin,,,,,,,,
2017-March-12,,Breakout Stake,,,,,,,,
2017-March-12,,Feathercoin,,,,,,,,
2017-March-12,,ReddCoin,,,,,,,,
2017-March-12,,Primecoin,,,,,,,,
2017-March-12,,Donu,,,,,,,,
2017-March-12,,ZClassic,,,,,,,,
2017-March-12,,DigitalNote,,,,,,,,
2017-March-12,,Hacker Gold,,,,,,,,
2017-March-12,,Bitpark Coin,,,,,,,,
2017-March-12,,Viacoin,,,,,,,,
2017-March-12,,Vcash,,,,,,,,
2017-March-12,,HiCoin,,,,,,,,
2017-March-12,,Safex Token,,,,,,,,
2017-March-12,,Advanced Technology Coin,,,,,,,,
2017-March-12,,OKCash,,,,,,,,
2017-March-12,,OBITS,,,,,,,,
2017-March-12,,Swarm City,,,,,,,,
2017-March-12,,Yocoin,,,,,,,,
2017-March-12,,Sequence,,,,,,,,
2017-March-12,,Bitmark,,,,,,,,
2017-March-12,,FLO,,,,,,,,
2017-March-12,,Qora,,,,,,,,
2017-March-12,,Shift,,,,,,,,
2017-March-12,,HunterCoin,,,,,,,,
2017-March-12,,FoldingCoin,,,,,,,,
2017-March-12,,FedoraCoin,,,,,,,,
2017-March-12,,DNotes,,,,,,,,
2017-March-12,,GoldCoin,,,,,,,,
2017-March-12,,Wild Beast Block,,,,,,,,
2017-March-12,,WorldCoin,,,,,,,,
2017-March-12,,Centurion,,,,,,,,
2017-March-12,,Diamond,,,,,,,,
2017-March-12,,Energycoin,,,,,,,,
2017-March-12,,vTorrent,,,,,,,,
2017-March-12,,TrumpCoin,,,,,,,,
2017-March-12,,Circuits of Value,,,,,,,,
2017-March-12,,Megacoin,,,,,,,,
2017-March-12,,PutinCoin,,,,,,,,
2017-March-12,,Waves Community Token,,,,,,,,
2017-March-12,,SpreadCoin,,,,,,,,
2017-March-12,,Jupiter,,,,,,,,
2017-March-12,,Gambit,,,,,,,,
2017-March-12,,AsiaCoin,,,,,,,,
2017-March-12,,CasinoCoin,,,,,,,,
2017-March-12,,BoostCoin,,,,,,,,
2017-March-12,,Crown,,,,,,,,
2017-March-12,,Infinitecoin,,,,,,,,
2017-March-12,,NuShares,,,,,,,,
2017-March-12,,Riecoin,,,,,,,,
2017-March-12,,Unobtanium,,,,,,,,
2017-March-12,,Nano,,,,,,,,
2017-March-12,,ZcCoin,,,,,,,,
2017-March-12,,Myriad,,,,,,,,
2017-March-12,,Janus,,,,,,,,
2017-March-12,,ICO OpenLedger,,,,,,,,
2017-March-12,,Einsteinium,,,,,,,,
2017-March-12,,Groestlcoin,,,,,,,,
2017-March-12,,CannabisCoin,,,,,,,,
2017-March-12,,Zetacoin,,,,,,,,
2017-March-12,,NobleCoin,,,,,,,,
2017-March-12,,Bitcoin Plus,,,,,,,,
2017-March-12,,Spectrecoin,,,,,,,,
2017-March-12,,MonetaryUnit,,,,,,,,
2017-March-12,,Pinkcoin,,,,,,,,
2017-March-12,,Applecoin,,,,,,,,
2017-March-12,,Vault Coin,,,,,,,,
2017-March-12,,PureVidz,,,,,,,,
2017-March-12,,FuelCoin,,,,,,,,
2017-March-12,,Quark,,,,,,,,
2017-March-12,,RevolutionVR,,,,,,,,
2017-March-12,,Digitalcoin,,,,,,,,
2017-March-12,,HempCoin,,,,,,,,
2017-March-12,,Horizon,,,,,,,,
2017-March-12,,PRCoin,,,,,,,,
2017-March-12,,e-Gulden,,,,,,,,
2017-March-12,,Veltor,,,,,,,,
2017-March-12,,UnionCoin,,,,,,,,
2017-March-12,,Synergy,,,,,,,,
2017-March-12,,UniBURST,,,,,,,,
2017-March-12,,Magi,,,,,,,,
2017-March-12,,PostCoin,,,,,,,,
2017-March-12,,Startcoin,,,,,,,,
2017-March-12,,Woodcoin,,,,,,,,
2017-March-12,,Bitswift,,,,,,,,
2017-March-12,,Swing,,,,,,,,
2017-March-12,,Orbitcoin,,,,,,,,
2017-March-12,,Quatloo,,,,,,,,
2017-March-12,,Dashcoin,,,,,,,,
2017-March-12,,Maxcoin,,,,,,,,
2017-March-12,,Rubies,,,,,,,,
2017-March-12,,Bitstar,,,,,,,,
2017-March-12,,TagCoin,,,,,,,,
2017-March-12,,I0Coin,,,,,,,,
2017-March-12,,SecureCoin,,,,,,,,
2017-March-12,,bitCNY,,,,,,,,
2017-March-12,,Canada eCoin,,,,,,,,
2017-March-12,,MojoCoin,,,,,,,,
2017-March-12,,NuBits,,,,,,,,
2017-March-12,,Stealth,,,,,,,,
2017-March-12,,Rimbit,,,,,,,,
2017-March-12,,BitSend,,,,,,,,
2017-March-12,,Bitz,,,,,,,,
2017-March-19,1,BTCBitcoin,BTC,$16.82B$16821627032,"$1,036.74 ",16225550 BTC,"$406,648,256 ",-1.82%,5.91%,-15.25%
2017-March-19,2,ETHEthereum,ETH,$4.02B$4022864777,$44.74 ,89916364 ETH,"$239,430,224 ",-3.59%,27.10%,87.02%
2017-March-19,3,DASHDash,DASH,$776.52M$776515978,$108.23 ,7174758 DASH,"$44,670,068 ",-0.24%,1.66%,39.58%
2017-March-19,4,XMRMonero,XMR,$329.39M$329388123,$23.29 ,14144374 XMR,"$22,162,458 ",-1.92%,14.15%,38.82%
2017-March-19,5,XRPXRP,XRP,$258.10M$258098177,$0.01 ,37338114912 XRP *,"$4,241,973 ",0.26%,1.53%,10.14%
2017-March-19,6,LTCLitecoin,LTC,$198.85M$198853206,$3.96 ,50260982 LTC,"$6,013,046 ",-0.58%,-0.88%,2.82%
2017-March-19,7,ETCEthereum Classic,ETC,$172.74M$172741633,$1.92 ,89877499 ETC,"$6,790,523 ",-3.13%,11.62%,34.68%
2017-March-19,8,XEMNEM,XEM,$148.27M$148270067,$0.02 ,8999999999 XEM *,"$2,619,469 ",-4.71%,39.32%,64.87%
2017-March-19,9,REPAugur,REP,$92.77M$92770769,$8.43 ,11000000 REP *,"$1,571,222 ",-0.90%,21.27%,16.25%
2017-March-19,10,MAIDMaidSafeCoin,MAID,$75.20M$75201680,$0.17 ,452552412 MAID *,"$484,812 ",-0.92%,7.32%,-4.58%
2017-March-19,11,ZECZcash,ZEC,$62.97M$62974802,$69.89 ,901106 ZEC,"$13,536,847 ",-2.21%,5.03%,72.79%
2017-March-19,12,STEEMSteem,STEEM,$46.35M$46349339,$0.20 ,234003003 STEEM *,"$1,740,399 ",-3.83%,-2.82%,169.12%
2017-March-19,13,USDTTether,USDT,$44.95M$44952931,$1.00 ,44950863 USDT *,"$33,106,478 ",0.00%,0.00%,-0.01%
2017-March-19,14,FCTFactom,FCT,$31.52M$31518704,$3.60 ,8753219 FCT *,"$1,034,693 ",-1.33%,6.10%,1.34%
2017-March-19,15,DGDDigixDAO,DGD,$31.03M$31027639,$15.51 ,2000000 DGD *,"$252,154 ",0.35%,15.02%,57.14%
2017-March-19,16,GNTGolem,GNT,$29.79M$29785623,$0.04 ,820000000 GNT *,"$473,315 ",-1.50%,20.21%,51.59%
2017-March-19,17,WAVESWaves,WAVES,$27.83M$27830166,$0.28 ,100000000 WAVES *,"$184,119 ",3.50%,3.35%,9.50%
2017-March-19,18,DCRDecred,DCR,$25.89M$25888345,$6.38 ,4059639 DCR,"$1,300,367 ",1.64%,5.05%,35.39%
2017-March-19,19,ICNIconomi,ICN,$25.87M$25866224,$0.30 ,87000000 ICN *,"$188,654 ",-4.16%,5.52%,-14.70%
2017-March-19,20,DOGEDogecoin,DOGE,$25.53M$25530586,$0.00 ,108605813690 DOGE,"$335,532 ",-0.44%,5.74%,5.20%
2017-March-19,,Melon,,,,,,,,
2017-March-19,,Lisk,,,,,,,,
2017-March-19,,Ardor,,,,,,,,
2017-March-19,,PIVX,,,,,,,,
2017-March-19,,GameCredits,,,,,,,,
2017-March-19,,Stellar,,,,,,,,
2017-March-19,,Peercoin,,,,,,,,
2017-March-19,,ShadowCash,,,,,,,,
2017-March-19,,BitShares,,,,,,,,
2017-March-19,,Emercoin,,,,,,,,
2017-March-19,,SingularDTV,,,,,,,,
2017-March-19,,Stratis,,,,,,,,
2017-March-19,,BitConnect,,,,,,,,
2017-March-19,,Siacoin,,,,,,,,
2017-March-19,,Namecoin,,,,,,,,
2017-March-19,,Obyte,,,,,,,,
2017-March-19,,FirstBlood,,,,,,,,
2017-March-19,,Nexus,,,,,,,,
2017-March-19,,Nxt,,,,,,,,
2017-March-19,,Komodo,,,,,,,,
2017-March-19,,Zcoin,,,,,,,,
2017-March-19,,Neo,,,,,,,,
2017-March-19,,Storjcoin X,,,,,,,,
2017-March-19,,BitCrystals,,,,,,,,
2017-March-19,,Bytecoin,,,,,,,,
2017-March-19,,Counterparty,,,,,,,,
2017-March-19,,Xaurum,,,,,,,,
2017-March-19,,I/O Coin,,,,,,,,
2017-March-19,,Syscoin,,,,,,,,
2017-March-19,,Gulden,,,,,,,,
2017-March-19,,Round,,,,,,,,
2017-March-19,,BitcoinDark,,,,,,,,
2017-March-19,,Rubycoin,,,,,,,,
2017-March-19,,Novacoin,,,,,,,,
2017-March-19,,HyperSpace,,,,,,,,
2017-March-19,,YbCoin,,,,,,,,
2017-March-19,,Chrono.tech,,,,,,,,
2017-March-19,,Agoras Tokens,,,,,,,,
2017-March-19,,EDC Blockchain,,,,,,,,
2017-March-19,,Nexium,,,,,,,,
2017-March-19,,SolarCoin,,,,,,,,
2017-March-19,,BlackCoin,,,,,,,,
2017-March-19,,PotCoin,,,,,,,,
2017-March-19,,NavCoin,,,,,,,,
2017-March-19,,Boolberry,,,,,,,,
2017-March-19,,Creditbit,,,,,,,,
2017-March-19,,Omni,,,,,,,,
2017-March-19,,Aeon,,,,,,,,
2017-March-19,,Expanse,,,,,,,,
2017-March-19,,Golos,,,,,,,,
2017-March-19,,CloakCoin,,,,,,,,
2017-March-19,,VPNCoin,,,,,,,,
2017-March-19,,DigiByte,,,,,,,,
2017-March-19,,GridCoin,,,,,,,,
2017-March-19,,BitBay,,,,,,,,
2017-March-19,,SuperNET,,,,,,,,
2017-March-19,,Veros,,,,,,,,
2017-March-19,,Clams,,,,,,,,
2017-March-19,,SIBCoin,,,,,,,,
2017-March-19,,ZClassic,,,,,,,,
2017-March-19,,ION,,,,,,,,
2017-March-19,,Burst,,,,,,,,
2017-March-19,,MonaCoin,,,,,,,,
2017-March-19,,LoMoCoin,,,,,,,,
2017-March-19,,Radium,,,,,,,,
2017-March-19,,Ubiq,,,,,,,,
2017-March-19,,Pascal,,,,,,,,
2017-March-19,,vSlice,,,,,,,,
2017-March-19,,Vertcoin,,,,,,,,
2017-March-19,,Bela,,,,,,,,
2017-March-19,,Lykke,,,,,,,,
2017-March-19,,DubaiCoin,,,,,,,,
2017-March-19,,NautilusCoin,,,,,,,,
2017-March-19,,LBRY Credits,,,,,,,,
2017-March-19,,Auroracoin,,,,,,,,
2017-March-19,,SounDAC,,,,,,,,
2017-March-19,,Feathercoin,,,,,,,,
2017-March-19,,Curecoin,,,,,,,,
2017-March-19,,Pepe Cash,,,,,,,,
2017-March-19,,Viacoin,,,,,,,,
2017-March-19,,Steem Dollars,,,,,,,,
2017-March-19,,FairCoin,,,,,,,,
2017-March-19,,Yocoin,,,,,,,,
2017-March-19,,Global Currency Reserve,,,,,,,,
2017-March-19,,EarthCoin,,,,,,,,
2017-March-19,,Primecoin,,,,,,,,
2017-March-19,,Adzcoin,,,,,,,,
2017-March-19,,Incent,,,,,,,,
2017-March-19,,Blocknet,,,,,,,,
2017-March-19,,VeriCoin,,,,,,,,
2017-March-19,,BlockPay,,,,,,,,
2017-March-19,,Crown,,,,,,,,
2017-March-19,,ReddCoin,,,,,,,,
2017-March-19,,Shift,,,,,,,,
2017-March-19,,vTorrent,,,,,,,,
2017-March-19,,Bitmark,,,,,,,,
2017-March-19,,FLO,,,,,,,,
2017-March-19,,Donu,,,,,,,,
2017-March-19,,Jinn,,,,,,,,
2017-March-19,,Safex Token,,,,,,,,
2017-March-19,,DigitalNote,,,,,,,,
2017-March-19,,Vcash,,,,,,,,
2017-March-19,,Qora,,,,,,,,
2017-March-19,,Visio,,,,,,,,
2017-March-19,,SpreadCoin,,,,,,,,
2017-March-19,,OBITS,,,,,,,,
2017-March-19,,DNotes,,,,,,,,
2017-March-19,,Jupiter,,,,,,,,
2017-March-19,,MonetaryUnit,,,,,,,,
2017-March-19,,OKCash,,,,,,,,
2017-March-19,,Diamond,,,,,,,,
2017-March-19,,Energycoin,,,,,,,,
2017-March-19,,BitSend,,,,,,,,
2017-March-19,,FedoraCoin,,,,,,,,
2017-March-19,,Sequence,,,,,,,,
2017-March-19,,GoldCoin,,,,,,,,
2017-March-19,,Wild Beast Block,,,,,,,,
2017-March-19,,Hacker Gold,,,,,,,,
2017-March-19,,HiCoin,,,,,,,,
2017-March-19,,FoldingCoin,,,,,,,,
2017-March-19,,WorldCoin,,,,,,,,
2017-March-19,,Project Decorum,,,,,,,,
2017-March-19,,Breakout Stake,,,,,,,,
2017-March-19,,HunterCoin,,,,,,,,
2017-March-19,,Megacoin,,,,,,,,
2017-March-19,,Swarm City,,,,,,,,
2017-March-19,,Unobtanium,,,,,,,,
2017-March-19,,Circuits of Value,,,,,,,,
2017-March-19,,SaluS,,,,,,,,
2017-March-19,,NuShares,,,,,,,,
2017-March-19,,TrumpCoin,,,,,,,,
2017-March-19,,Advanced Technology Coin,,,,,,,,
2017-March-19,,BoostCoin,,,,,,,,
2017-March-19,,Breakout,,,,,,,,
2017-March-19,,Centurion,,,,,,,,
2017-March-19,,LuckChain,,,,,,,,
2017-March-19,,Myriad,,,,,,,,
2017-March-19,,Spectrecoin,,,,,,,,
2017-March-19,,Rise,,,,,,,,
2017-March-19,,Riecoin,,,,,,,,
2017-March-19,,ICO OpenLedger,,,,,,,,
2017-March-19,,ZcCoin,,,,,,,,
2017-March-19,,Infinitecoin,,,,,,,,
2017-March-19,,Einsteinium,,,,,,,,
2017-March-19,,Bitcoin Plus,,,,,,,,
2017-March-19,,Quark,,,,,,,,
2017-March-19,,Groestlcoin,,,,,,,,
2017-March-19,,Pinkcoin,,,,,,,,
2017-March-19,,AsiaCoin,,,,,,,,
2017-March-19,,Verge,,,,,,,,
2017-March-19,,Zetacoin,,,,,,,,
2017-March-19,,PutinCoin,,,,,,,,
2017-March-19,,Applecoin,,,,,,,,
2017-March-19,,HempCoin,,,,,,,,
2017-March-19,,Veltor,,,,,,,,
2017-March-19,,Horizon,,,,,,,,
2017-March-19,,CasinoCoin,,,,,,,,
2017-March-19,,Digitalcoin,,,,,,,,
2017-March-19,,RevolutionVR,,,,,,,,
2017-March-19,,BilShares,,,,,,,,
2017-March-19,,e-Gulden,,,,,,,,
2017-March-19,,NobleCoin,,,,,,,,
2017-March-19,,CannabisCoin,,,,,,,,
2017-March-19,,FuelCoin,,,,,,,,
2017-March-19,,Magi,,,,,,,,
2017-March-19,,MAZA,,,,,,,,
2017-March-19,,bitCNY,,,,,,,,
2017-March-19,,PostCoin,,,,,,,,
2017-March-19,,Synergy,,,,,,,,
2017-March-19,,Startcoin,,,,,,,,
2017-March-19,,Orbitcoin,,,,,,,,
2017-March-19,,TagCoin,,,,,,,,
2017-March-19,,EverGreenCoin,,,,,,,,
2017-March-19,,SecureCoin,,,,,,,,
2017-March-19,,Stealth,,,,,,,,
2017-March-19,,Bitstar,,,,,,,,
2017-March-19,,NuBits,,,,,,,,
2017-March-19,,ArtByte,,,,,,,,
2017-March-19,,Quatloo,,,,,,,,
2017-March-19,,PRCoin,,,,,,,,
2017-March-26,1,BTCBitcoin,BTC,$15.70B$15698467117,$966.73 ,16238812 BTC,"$303,667,552 ",0.72%,-0.05%,-8.29%
2017-March-26,2,ETHEthereum,ETH,$4.55B$4553738355,$50.52 ,90134486 ETH,"$106,859,192 ",-0.50%,-0.46%,13.99%
2017-March-26,3,DASHDash,DASH,$673.07M$673067501,$93.63 ,7188567 DASH,"$20,996,132 ",1.94%,0.05%,-12.49%
2017-March-26,4,XRPXRP,XRP,$356.89M$356889236,$0.01 ,37388960792 XRP *,"$5,475,231 ",0.73%,3.17%,38.30%
2017-March-26,5,XMRMonero,XMR,$278.20M$278199250,$19.61 ,14185358 XMR,"$7,408,986 ",0.64%,-3.31%,-15.90%
2017-March-26,6,ETCEthereum Classic,ETC,$208.20M$208203057,$2.31 ,90092997 ETC,"$4,810,064 ",0.15%,-0.08%,18.16%
2017-March-26,7,LTCLitecoin,LTC,$204.51M$204508708,$4.06 ,50362382 LTC,"$3,911,060 ",-0.12%,-0.16%,2.42%
2017-March-26,8,XEMNEM,XEM,$121.74M$121744738,$0.01 ,8999999999 XEM *,"$602,948 ",0.75%,6.38%,-15.52%
2017-March-26,9,REPAugur,REP,$96.07M$96066795,$8.73 ,11000000 REP *,"$1,110,613 ",0.09%,-1.70%,4.30%
2017-March-26,10,MAIDMaidSafeCoin,MAID,$63.03M$63029992,$0.14 ,452552412 MAID *,"$1,024,542 ",2.26%,-1.33%,-17.09%
2017-March-26,11,DCRDecred,DCR,$62.50M$62499647,$15.19 ,4114454 DCR,"$15,340,804 ",8.84%,34.85%,145.68%
2017-March-26,12,ZECZcash,ZEC,$57.01M$57012540,$59.93 ,951319 ZEC,"$3,128,108 ",-0.02%,-5.67%,-16.62%
2017-March-26,13,USDTTether,USDT,$44.95M$44951362,$1.00 ,44950853 USDT *,"$16,614,257 ",0.00%,0.01%,0.00%
2017-March-26,14,GNTGolem,GNT,$41.43M$41434617,$0.05 ,820000000 GNT *,"$2,355,110 ",-6.22%,19.12%,35.15%
2017-March-26,15,STEEMSteem,STEEM,$39.83M$39828200,$0.17 ,235581606 STEEM *,"$838,104 ",0.62%,-2.88%,-16.54%
2017-March-26,16,ICNIconomi,ICN,$36.05M$36048723,$0.41 ,87000000 ICN *,"$487,781 ",0.63%,7.20%,37.30%
2017-March-26,17,WAVESWaves,WAVES,$31.88M$31884906,$0.32 ,100000000 WAVES *,"$230,424 ",0.50%,6.45%,12.98%
2017-March-26,18,PIVXPIVX,PIVX,$31.02M$31020381,$0.59 ,52605400 PIVX *,"$1,016,915 ",-0.73%,-6.63%,91.78%
2017-March-26,19,FCTFactom,FCT,$30.99M$30994496,$3.54 ,8753219 FCT *,"$1,804,926 ",0.48%,0.69%,-1.21%
2017-March-26,20,DOGEDogecoin,DOGE,$29.58M$29578988,$0.00 ,108700568877 DOGE,"$1,203,114 ",-2.42%,-7.07%,15.81%
2017-March-26,,DigixDAO,,,,,,,,
2017-March-26,,Lisk,,,,,,,,
2017-March-26,,Ardor,,,,,,,,
2017-March-26,,SingularDTV,,,,,,,,
2017-March-26,,GameCredits,,,,,,,,
2017-March-26,,Stratis,,,,,,,,
2017-March-26,,BitConnect,,,,,,,,
2017-March-26,,Nexus,,,,,,,,
2017-March-26,,Melon,,,,,,,,
2017-March-26,,FirstBlood,,,,,,,,
2017-March-26,,Siacoin,,,,,,,,
2017-March-26,,Stellar,,,,,,,,
2017-March-26,,BitShares,,,,,,,,
2017-March-26,,Peercoin,,,,,,,,
2017-March-26,,Emercoin,,,,,,,,
2017-March-26,,Nxt,,,,,,,,
2017-March-26,,Komodo,,,,,,,,
2017-March-26,,ShadowCash,,,,,,,,
2017-March-26,,Storjcoin X,,,,,,,,
2017-March-26,,Counterparty,,,,,,,,
2017-March-26,,Syscoin,,,,,,,,
2017-March-26,,Bytecoin,,,,,,,,
2017-March-26,,Zcoin,,,,,,,,
2017-March-26,,Neo,,,,,,,,
2017-March-26,,Xaurum,,,,,,,,
2017-March-26,,Gulden,,,,,,,,
2017-March-26,,Namecoin,,,,,,,,
2017-March-26,,Obyte,,,,,,,,
2017-March-26,,Ark,,,,,,,,
2017-March-26,,BitCrystals,,,,,,,,
2017-March-26,,I/O Coin,,,,,,,,
2017-March-26,,BitcoinDark,,,,,,,,
2017-March-26,,NavCoin,,,,,,,,
2017-March-26,,Chrono.tech,,,,,,,,
2017-March-26,,Round,,,,,,,,
2017-March-26,,HyperSpace,,,,,,,,
2017-March-26,,Rubycoin,,,,,,,,
2017-March-26,,Agoras Tokens,,,,,,,,
2017-March-26,,Radium,,,,,,,,
2017-March-26,,YbCoin,,,,,,,,
2017-March-26,,Creditbit,,,,,,,,
2017-March-26,,ION,,,,,,,,
2017-March-26,,SolarCoin,,,,,,,,
2017-March-26,,BlackCoin,,,,,,,,
2017-March-26,,Novacoin,,,,,,,,
2017-March-26,,PotCoin,,,,,,,,
2017-March-26,,Crown,,,,,,,,
2017-March-26,,BitBay,,,,,,,,
2017-March-26,,Nexium,,,,,,,,
2017-March-26,,EDC Blockchain,,,,,,,,
2017-March-26,,Ubiq,,,,,,,,
2017-March-26,,Expanse,,,,,,,,
2017-March-26,,Burst,,,,,,,,
2017-March-26,,DigiByte,,,,,,,,
2017-March-26,,VPNCoin,,,,,,,,
2017-March-26,,Vertcoin,,,,,,,,
2017-March-26,,Pepe Cash,,,,,,,,
2017-March-26,,SuperNET,,,,,,,,
2017-March-26,,LBRY Credits,,,,,,,,
2017-March-26,,Boolberry,,,,,,,,
2017-March-26,,Viacoin,,,,,,,,
2017-March-26,,Aeon,,,,,,,,
2017-March-26,,GridCoin,,,,,,,,
2017-March-26,,Shift,,,,,,,,
2017-March-26,,LoMoCoin,,,,,,,,
2017-March-26,,CloakCoin,,,,,,,,
2017-March-26,,FairCoin,,,,,,,,
2017-March-26,,Bela,,,,,,,,
2017-March-26,,Veros,,,,,,,,
2017-March-26,,SIBCoin,,,,,,,,
2017-March-26,,MonaCoin,,,,,,,,
2017-March-26,,NautilusCoin,,,,,,,,
2017-March-26,,Omni,,,,,,,,
2017-March-26,,vSlice,,,,,,,,
2017-March-26,,Clams,,,,,,,,
2017-March-26,,Pascal,,,,,,,,
2017-March-26,,MonetaryUnit,,,,,,,,
2017-March-26,,Golos,,,,,,,,
2017-March-26,,Curecoin,,,,,,,,
2017-March-26,,Feathercoin,,,,,,,,
2017-March-26,,Blocknet,,,,,,,,
2017-March-26,,Global Currency Reserve,,,,,,,,
2017-March-26,,ZClassic,,,,,,,,
2017-March-26,,Lykke,,,,,,,,
2017-March-26,,Jinn,,,,,,,,
2017-March-26,,Master Swiscoin,,,,,,,,
2017-March-26,,Primecoin,,,,,,,,
2017-March-26,,Energycoin,,,,,,,,
2017-March-26,,BitSend,,,,,,,,
2017-March-26,,VeriCoin,,,,,,,,
2017-March-26,,GoldCoin,,,,,,,,
2017-March-26,,Auroracoin,,,,,,,,
2017-March-26,,Advanced Technology Coin,,,,,,,,
2017-March-26,,Donu,,,,,,,,
2017-March-26,,EarthCoin,,,,,,,,
2017-March-26,,Swarm City,,,,,,,,
2017-March-26,,Vcash,,,,,,,,
2017-March-26,,Global Cryptocurrency,,,,,,,,
2017-March-26,,Steem Dollars,,,,,,,,
2017-March-26,,Unobtanium,,,,,,,,
2017-March-26,,Adzcoin,,,,,,,,
2017-March-26,,Yocoin,,,,,,,,
2017-March-26,,DigitalNote,,,,,,,,
2017-March-26,,BlockPay,,,,,,,,
2017-March-26,,Waves Community Token,,,,,,,,
2017-March-26,,Incent,,,,,,,,
2017-March-26,,Bitmark,,,,,,,,
2017-March-26,,FLO,,,,,,,,
2017-March-26,,ReddCoin,,,,,,,,
2017-March-26,,Triggers,,,,,,,,
2017-March-26,,Jupiter,,,,,,,,
2017-March-26,,Safex Token,,,,,,,,
2017-March-26,,Elcoin,,,,,,,,
2017-March-26,,Qora,,,,,,,,
2017-March-26,,OBITS,,,,,,,,
2017-March-26,,vTorrent,,,,,,,,
2017-March-26,,Casino,,,,,,,,
2017-March-26,,DNotes,,,,,,,,
2017-March-26,,OKCash,,,,,,,,
2017-March-26,,HiCoin,,,,,,,,
2017-March-26,,Hacker Gold,,,,,,,,
2017-March-26,,SpreadCoin,,,,,,,,
2017-March-26,,Sequence,,,,,,,,
2017-March-26,,Breakout,,,,,,,,
2017-March-26,,Wild Beast Block,,,,,,,,
2017-March-26,,FoldingCoin,,,,,,,,
2017-March-26,,Diamond,,,,,,,,
2017-March-26,,WorldCoin,,,,,,,,
2017-March-26,,Rise,,,,,,,,
2017-March-26,,Megacoin,,,,,,,,
2017-March-26,,Gambit,,,,,,,,
2017-March-26,,Spectrecoin,,,,,,,,
2017-March-26,,Veltor,,,,,,,,
2017-March-26,,Janus,,,,,,,,
2017-March-26,,Qwark,,,,,,,,
2017-March-26,,Einsteinium,,,,,,,,
2017-March-26,,Groestlcoin,,,,,,,,
2017-March-26,,NuShares,,,,,,,,
2017-March-26,,Riecoin,,,,,,,,
2017-March-26,,TrumpCoin,,,,,,,,
2017-March-26,,Visio,,,,,,,,
2017-March-26,,TransferCoin,,,,,,,,
2017-March-26,,UniBURST,,,,,,,,
2017-March-26,,HunterCoin,,,,,,,,
2017-March-26,,Quark,,,,,,,,
2017-March-26,,Infinitecoin,,,,,,,,
2017-March-26,,Circuits of Value,,,,,,,,
2017-March-26,,ZcCoin,,,,,,,,
2017-March-26,,Verge,,,,,,,,
2017-March-26,,Jewels,,,,,,,,
2017-March-26,,Bitcoin Plus,,,,,,,,
2017-March-26,,Myriad,,,,,,,,
2017-March-26,,Centurion,,,,,,,,
2017-March-26,,Tokes,,,,,,,,
2017-March-26,,CasinoCoin,,,,,,,,
2017-March-26,,PRCoin,,,,,,,,
2017-March-26,,Applecoin,,,,,,,,
2017-March-26,,RevolutionVR,,,,,,,,
2017-March-26,,Pinkcoin,,,,,,,,
2017-March-26,,Zetacoin,,,,,,,,
2017-March-26,,Blitzcash,,,,,,,,
2017-March-26,,Joincoin,,,,,,,,
2017-March-26,,UnionCoin,,,,,,,,
